,x,y,target
0,-24.185779571533203,15.763435363769531,1.0
1,4.268445014953613,-56.8980598449707,1.0
2,-13.105059623718262,-58.47768020629883,0.0
3,-29.282121658325195,45.342384338378906,0.0
4,39.31275939941406,43.80806350708008,0.0
5,31.667015075683594,-23.745296478271484,0.0
6,10.841695785522461,2.7996697425842285,0.0
7,-45.51459503173828,-38.572601318359375,0.0
8,-16.84649658203125,53.24866485595703,0.0
9,21.020294189453125,-63.596710205078125,0.0
10,-27.021095275878906,-63.16434860229492,0.0
11,-43.55878448486328,-15.247547149658203,0.0
12,-43.130516052246094,-16.650920867919922,0.0
13,48.915889739990234,-3.3626949787139893,1.0
14,28.899436950683594,-23.43178939819336,0.0
15,4.67423152923584,-15.853083610534668,0.0
16,62.5342903137207,-8.774919509887695,1.0
17,-22.876895904541016,-10.876522064208984,0.0
18,-46.7425651550293,57.625083923339844,0.0
19,-58.50982666015625,-46.02464294433594,0.0
20,-17.153453826904297,-28.374860763549805,0.0
21,-49.020694732666016,25.519081115722656,1.0
22,55.70200729370117,-3.6777920722961426,1.0
23,-65.29991912841797,25.510414123535156,1.0
24,31.30057144165039,-28.46240234375,0.0
25,58.09952926635742,-24.34762191772461,0.0
26,34.89042282104492,-68.40116119384766,1.0
27,-20.790287017822266,-22.831886291503906,0.0
28,-51.20269012451172,31.64079475402832,0.0
29,31.10226058959961,-27.997102737426758,0.0
30,-33.928958892822266,-5.184525966644287,0.0
31,43.33721923828125,-17.05133628845215,1.0
32,28.219257354736328,-19.5867977142334,0.0
33,-36.24850082397461,8.079850196838379,0.0
34,2.4366445541381836,68.50576782226562,0.0
35,20.10577964782715,-57.01767349243164,0.0
36,24.28293800354004,13.13913345336914,0.0
37,-30.25836944580078,-13.167024612426758,0.0
38,34.83822250366211,-67.77870178222656,1.0
39,47.197139739990234,-24.324413299560547,0.0
40,-25.05852508544922,7.644138336181641,0.0
41,-29.884233474731445,-51.826026916503906,0.0
42,47.82239532470703,-44.38893127441406,0.0
43,-13.87488842010498,29.26360511779785,0.0
44,-20.88579750061035,-67.38404846191406,0.0
45,14.901662826538086,-60.43868637084961,1.0
46,-30.99708366394043,-62.775001525878906,1.0
47,3.784038782119751,-0.841632068157196,1.0
48,14.989962577819824,-45.99241638183594,0.0
49,31.082326889038086,-28.2180233001709,0.0
50,69.8610610961914,0.6233846545219421,1.0
51,-18.715465545654297,-33.86967849731445,0.0
52,-61.587093353271484,21.16461181640625,0.0
53,3.4034457206726074,-14.31312370300293,0.0
54,-3.5866639614105225,-69.2557373046875,0.0
55,-65.4071044921875,25.366228103637695,0.0
56,-48.70524978637695,37.891719818115234,0.0
57,-6.407486915588379,22.106964111328125,0.0
58,67.00241088867188,5.093658924102783,0.0
59,9.551953315734863,5.621323108673096,0.0
60,-24.03975486755371,28.015161514282227,1.0
61,35.73650360107422,49.74802017211914,0.0
62,68.48992156982422,-5.0626654624938965,1.0
63,-52.841766357421875,38.31999588012695,1.0
64,-52.51792526245117,25.179630279541016,0.0
65,38.43622589111328,41.34928894042969,1.0
66,43.297325134277344,17.005828857421875,1.0
67,-52.830196380615234,-45.70117950439453,0.0
68,-47.426570892333984,-45.1971549987793,0.0
69,45.466819763183594,-15.002212524414062,0.0
70,17.852262496948242,-51.26515197753906,0.0
71,68.8042984008789,-0.8652561902999878,1.0
72,-49.320369720458984,19.72212028503418,0.0
73,-54.37963104248047,-44.51078414916992,0.0
74,-31.211713790893555,2.953709363937378,0.0
75,50.43190002441406,-24.925554275512695,0.0
76,58.22471618652344,-23.991641998291016,0.0
77,-43.845245361328125,11.633459091186523,0.0
78,-12.775042533874512,-62.220970153808594,1.0
79,-59.027923583984375,-39.03567886352539,1.0
80,-5.117165565490723,-37.29194259643555,0.0
81,-28.201032638549805,8.866798400878906,0.0
82,58.14547348022461,-24.749053955078125,1.0
83,-8.853376388549805,21.494813919067383,0.0
84,-15.411301612854004,-30.512392044067383,0.0
85,-16.015005111694336,-3.2212936878204346,0.0
86,-32.94751739501953,32.18606948852539,1.0
87,-45.236141204833984,-38.79106903076172,0.0
88,-38.40949249267578,16.097352981567383,0.0
89,48.642635345458984,-5.8084893226623535,0.0
90,58.79404830932617,18.121545791625977,1.0
91,-47.72597122192383,-16.297456741333008,0.0
92,-69.12287902832031,-17.331012725830078,0.0
93,-48.64497375488281,24.493480682373047,0.0
94,-11.27505111694336,-61.859500885009766,0.0
95,54.97974395751953,-42.65365982055664,0.0
96,-23.34714126586914,5.815131187438965,0.0
97,28.208433151245117,-19.704862594604492,0.0
98,-7.223095417022705,51.570709228515625,0.0
99,35.11058807373047,50.46401596069336,1.0
100,15.469098091125488,-60.471553802490234,0.0
101,-36.19743347167969,-11.418439865112305,0.0
102,9.487141609191895,3.8341445922851562,0.0
103,-20.363779067993164,-22.73716163635254,1.0
104,62.75676727294922,7.8390679359436035,0.0
105,-54.92001724243164,-23.481298446655273,0.0
106,-48.6623649597168,25.696489334106445,0.0
107,15.408178329467773,-51.5964241027832,0.0
108,-23.087026596069336,-4.430606365203857,0.0
109,33.75198745727539,71.8865966796875,0.0
110,-9.898896217346191,19.986709594726562,0.0
111,43.39945602416992,40.618370056152344,0.0
112,58.07164764404297,17.796171188354492,0.0
113,-30.01140022277832,-51.80045700073242,0.0
114,53.31401443481445,-41.05605697631836,0.0
115,54.088661193847656,-12.741631507873535,1.0
116,17.014738082885742,-49.503013610839844,0.0
117,43.38291549682617,-17.053524017333984,1.0
118,13.904864311218262,58.12376403808594,0.0
119,-22.214496612548828,-53.60972595214844,0.0
