,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
93,0.7446471214294433,0.07997351830278246,0.000987863540649414,3.077724373455987e-06,0.001,"(50,)",50,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 50}",0.48854961832061067,0.49745547073791346,0.4355044699872286,0.479539641943734,0.5057618437900128,0.481368044920878,0.024534086592260758,114,0.4945721583652618,0.5022349936143039,0.44082934609250396,0.48246173469387754,0.4896397832323876,0.481947603199667,0.02154577747654949
94,1.0597830295562745,0.24553259078366232,0.0010879993438720702,7.337168208297167e-05,0.001,"(50,)",60,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 60}",0.5076335877862596,0.4770992366412214,0.5031928480204342,0.5421994884910486,0.5569782330345711,0.5173557937723329,0.02864080190354597,41,0.5287356321839081,0.5073435504469987,0.519298245614035,0.5385841836734694,0.5460631176283073,0.5280049459093437,0.01372043463172397
95,1.0825432777404784,0.19169639216787523,0.0010637283325195313,4.0924741823435455e-06,0.001,"(50,)",70,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 70}",0.5203562340966921,0.4961832061068702,0.4840357598978289,0.540920716112532,0.4622279129321383,0.5007656967840735,0.02747752119588897,92,0.5226692209450831,0.5153256704980843,0.5074960127591707,0.53125,0.4622250557857826,0.5077931919976242,0.024103110440715184
96,0.19263086318969727,0.035068035908844226,0.0009379386901855469,6.802245434611848e-06,0.001,"(50, 50)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.4440203562340967,0.4732824427480916,0.454661558109834,0.4475703324808184,0.469910371318822,0.45788667687595713,0.011758502858078605,122,0.4658365261813538,0.45817369093231164,0.4602870813397129,0.4642857142857143,0.45808096907873763,0.461332796363566,0.003182802358105907
97,0.36408519744873047,0.06917507035369563,0.0009835243225097656,2.8141230768185154e-05,0.001,"(50, 50)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.44783715012722647,0.46564885496183206,0.47509578544061304,0.4539641943734015,0.4468629961587708,0.45788667687595713,0.010900804434583043,122,0.46551724137931033,0.4674329501915709,0.46060606060606063,0.453125,0.44628626075868666,0.4585935025871257,0.007892998220737078
98,0.6330278873443603,0.12164836583165181,0.0010958194732666015,6.582674363310757e-05,0.001,"(50, 50)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.5216284987277354,0.49872773536895676,0.5108556832694764,0.5396419437340153,0.5377720870678617,0.521694742215416,0.01565609366007331,25,0.5363984674329502,0.5054278416347382,0.5304625199362042,0.5235969387755102,0.5288492189990437,0.5249469973556893,0.01057926829463255
99,0.6110260009765625,0.14022025774997982,0.0010162353515625,4.436600135235874e-05,0.001,"(50, 50)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.4961832061068702,0.4491094147582697,0.5031928480204342,0.5191815856777494,0.528809218950064,0.4992343032159265,0.027619017280048317,96,0.5105363984674329,0.46871008939974457,0.5221690590111643,0.5133928571428571,0.5447880140261396,0.5119192836094678,0.024724601471073367
100,0.8348074913024902,0.2074603083132296,0.0010904788970947266,6.755697194156758e-05,0.001,"(50, 50)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.4961832061068702,0.44656488549618323,0.5172413793103449,0.5396419437340153,0.5198463508322664,0.5038284839203675,0.031822212403296864,86,0.5169220945083014,0.44699872286079184,0.5314194577352472,0.5507015306122449,0.5208798214854957,0.5133843254404162,0.035195415325089525
101,1.5451367855072022,0.8395844138677677,0.0014383316040039063,0.000152324762564299,0.001,"(50, 50)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.5089058524173028,0.5381679389312977,0.5095785440613027,0.4948849104859335,0.5070422535211268,0.5117406840224604,0.014274522640275364,56,0.5319284802043422,0.5338441890166028,0.5594896331738437,0.49043367346938777,0.49729040484539366,0.5225972761419141,0.025493314800283124
102,2.3496716976165772,0.7562793522022414,0.0017247200012207031,9.786947635086116e-05,0.001,"(50, 50)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",0.5330788804071247,0.5279898218829516,0.5197956577266922,0.5063938618925832,0.5352112676056338,0.5245022970903522,0.010484903884809578,18,0.54757343550447,0.5268199233716475,0.5362041467304626,0.5162627551020408,0.5368186165125917,0.5327357754442424,0.01053767575484047
