,2,5,10,15,20,25,30,35,40,50,60,70
GMM,0.7788,0.7788,0.7788,0.7880666666666667,0.7846,0.7876666666666666,0.7842,0.7929,0.7960666666666667,0.7911,0.7954333333333333,0.7965333333333333
Kmeans,0.7788,0.8036,0.8018666666666666,0.8026,0.8029333333333334,0.8059666666666667,0.8053666666666667,0.8055333333333333,0.8053333333333333,0.8035333333333333,0.8049333333333333,0.8047666666666666
