,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
20,5.269535541534424,1.0192242143070516,0.007265011469523112,0.0004749755414991111,0.1,"(50,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 40}",0.7906,0.8054,0.8117,0.8025666666666667,0.008843955877069699,112,0.80665,0.80615,0.8032,0.8053333333333333,0.0015222424978373799
21,6.792407671610515,0.39407121243425086,0.008626699447631836,0.00010487942692697081,0.1,"(50,)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 50}",0.8033,0.8089,0.8134,0.8085333333333333,0.004131451184376848,8,0.81295,0.80855,0.8048,0.8087666666666666,0.003330748998181769
22,8.377688328425089,0.9183632197367931,0.01061232884724935,0.0009996712255159542,0.1,"(50,)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 60}",0.8027,0.8082,0.8139,0.8082666666666667,0.004572623851673003,12,0.81135,0.80815,0.80515,0.8082166666666666,0.002531578339472996
23,8.571600039800009,0.5989471552318335,0.009173393249511719,0.0012292997423850335,0.1,"(50,)",70,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 70}",0.8026,0.8096,0.8161,0.8094333333333333,0.005512611802847103,2,0.8132,0.80875,0.8055,0.8091499999999999,0.0031562108083375514
24,1.0660558541615803,0.05228697666391723,0.006909529368082683,0.0007632423915375418,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.7788,0.7788,0.7788,0.7788000000000002,1.1102230246251565e-16,133,0.7788,0.7788,0.7788,0.7788,0.0
25,2.363584836324056,1.192725152871677,0.008363882700602213,0.0018046698415701402,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.7979,0.804,0.8103,0.8040666666666667,0.005062498285322055,88,0.8051,0.80255,0.8024,0.80335,0.0012389511693364072
26,2.971120278040568,0.4394751832709087,0.00894308090209961,0.0013647763106068142,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.7995,0.8053,0.8091,0.8046333333333333,0.003947432358156678,75,0.80845,0.8032,0.8018,0.8044833333333333,0.0028624969674899132
27,3.1769301096598306,0.4562378410209362,0.008162577946980795,0.0013108851655941802,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.7954,0.8026,0.8095,0.8025,0.005756735185849702,113,0.8052,0.8014,0.80405,0.80355,0.0015911211979816964
28,3.4030629793802896,0.658839469112285,0.009329001108805338,0.0010277114151514334,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.798,0.8042,0.8152,0.8058,0.007112430433168865,50,0.80385,0.8031,0.8046,0.8038500000000001,0.0006123724356957725
29,4.352951288223267,1.0488709263429783,0.009601593017578125,0.0023052973965319383,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.8001,0.8027,0.8113,0.8047,0.004786090958879354,71,0.80795,0.8033,0.8035,0.8049166666666667,0.002146444087839724
30,4.71671199798584,0.2917892691655917,0.011080026626586914,0.002450073175355124,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",0.798,0.805,0.8109,0.8046333333333333,0.005272781260608281,75,0.8058,0.8057,0.80425,0.80525,0.0007082843120291669
31,6.839542468388875,0.6301358408287308,0.009302377700805664,0.001703342256187177,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 35}",0.8001,0.8072,0.8157,0.8076666666666666,0.006377216390313928,18,0.81,0.80765,0.80705,0.8082333333333334,0.0012730104302619012
32,6.06670602162679,1.2468744368377533,0.011030276616414389,0.0018417760323485635,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 40}",0.7978,0.8065,0.8125,0.8056,0.006034898507845864,59,0.80765,0.80655,0.8051,0.8064333333333332,0.001044296679854678
33,6.958199421564738,1.2106885240689411,0.010925690333048502,0.0014336446825637629,0.1,"(50, 50)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 50}",0.7951,0.803,0.8134,0.8038333333333333,0.007494145863420468,95,0.80345,0.8037,0.8047,0.8039499999999999,0.0005400617248673136
34,8.455139398574829,1.474212915022717,0.013087908426920572,0.0018495363989669467,0.1,"(50, 50)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 60}",0.8002,0.8021,0.8138,0.8053666666666667,0.0060135033235396065,62,0.81115,0.80315,0.8062,0.8068333333333334,0.0032965470150177205
35,9.30816102027893,0.4796705682535481,0.012033303578694662,0.0021474038022909004,0.1,"(50, 50)",70,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 70}",0.7995,0.8079,0.8106,0.806,0.004726520919238584,48,0.8089,0.8063,0.80385,0.80635,0.002061956999228321
36,0.8263576825459799,0.03713955936432711,0.006563742955525716,0.0014012213214743062,0.01,"(100,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 2}",0.7788,0.7788,0.7788,0.7788000000000002,1.1102230246251565e-16,133,0.7788,0.7788,0.7788,0.7788,0.0
37,1.4705546696980794,0.18839148299206165,0.008870283762613932,0.0002177206240999568,0.01,"(100,)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 5}",0.7991,0.8041,0.8084,0.8038666666666666,0.0038002923864121495,94,0.8073,0.8052,0.80145,0.80465,0.0024197107265125826
38,1.900131066640218,0.15087182688280418,0.00929713249206543,0.00035385253075535496,0.01,"(100,)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 10}",0.7959,0.8019,0.8055,0.8011,0.003959797974644638,129,0.80555,0.80055,0.7999,0.802,0.0025242160499185837
39,2.7823638121287027,0.3521182680322889,0.010012229283650717,0.0006170231780364897,0.01,"(100,)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 15}",0.7955,0.8009,0.8097,0.8020333333333334,0.005852255025961263,120,0.80515,0.80105,0.8029,0.8030333333333334,0.001676471161563942
40,3.658601919809977,0.5923383616835647,0.010014692942301432,0.0002532172432025986,0.01,"(100,)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 20}",0.8004,0.8039,0.8143,0.8062,0.005903106526793064,46,0.80835,0.8022,0.80645,0.8056666666666666,0.0025711000671999377
41,4.359263737996419,0.2953569537570768,0.010327339172363281,0.000254467802907,0.01,"(100,)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 25}",0.7998,0.8071,0.813,0.8066333333333333,0.00539897109539298,33,0.80935,0.8071,0.80455,0.8069999999999999,0.0019608671551127692
42,4.930757761001587,0.48796378580641864,0.009496927261352539,0.001818082819602303,0.01,"(100,)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 30}",0.8013,0.8075,0.8051,0.8046333333333333,0.002552558629210215,75,0.80965,0.8069,0.8002,0.8055833333333333,0.003968696959400576
43,6.112640937169393,0.5613711881921335,0.011481046676635742,0.0004959112558605632,0.01,"(100,)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 35}",0.8036,0.8065,0.8139,0.808,0.004336665385600618,16,0.81255,0.8064,0.80635,0.8084333333333333,0.0029109944845170784
44,5.502991199493408,0.3048818123739594,0.010670344034830729,0.0011495840825184467,0.01,"(100,)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 40}",0.8014,0.8065,0.8113,0.8064,0.0040422765862815555,40,0.8083,0.80515,0.8044,0.80595,0.0016896745248715823
45,6.606794118881226,0.8563970481872749,0.010034640630086264,0.000966902333512742,0.01,"(100,)",50,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 50}",0.8021,0.8048,0.814,0.8069666666666667,0.005094005191289912,25,0.8134,0.80465,0.80565,0.8079000000000001,0.003910456068883372
46,7.343865871429443,0.5588884667273595,0.009481271107991537,0.0005155916050408279,0.01,"(100,)",60,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 60}",0.8014,0.8101,0.8143,0.8086,0.00537215040742533,7,0.81125,0.80845,0.80545,0.8083833333333333,0.0023683092891108926
47,8.893061876296997,0.22950215325775128,0.011240323384602865,0.00026897760485931655,0.01,"(100,)",70,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 70}",0.8017,0.8106,0.8145,0.8089333333333333,0.005356823270890659,6,0.81295,0.80845,0.8056,0.809,0.0030257230540814387
48,0.722510576248169,0.043928906825429756,0.0037376880645751953,0.0008268010741993683,0.01,"(50,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 2}",0.7788,0.7788,0.7788,0.7788000000000002,1.1102230246251565e-16,133,0.7788,0.7788,0.7788,0.7788,0.0
49,1.0853250821431477,0.07452375186560337,0.004450559616088867,0.0009921858611141347,0.01,"(50,)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",0.7946,0.8018,0.8087,0.8017,0.005756735185849702,123,0.8012,0.8017,0.80165,0.8015166666666667,0.0002248456260538426
50,1.7116484642028809,0.11556601410854098,0.004792054494222005,0.0006135455991927027,0.01,"(50,)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 10}",0.7996,0.8043,0.8093,0.8044,0.003960639678974445,85,0.80665,0.802,0.8027,0.8037833333333332,0.0020470846478725497
51,2.2783692677815757,0.20703201989595427,0.004397153854370117,0.0006317864719824893,0.01,"(50,)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 15}",0.7977,0.8019,0.8079,0.8025,0.004185689907291265,113,0.80275,0.80375,0.8017,0.8027333333333333,0.0008369919686326465
52,2.969583034515381,0.13524514952599154,0.005609353383382161,0.000545653003680101,0.01,"(50,)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 20}",0.7984,0.803,0.8045,0.8019666666666667,0.0025952948879762352,121,0.80585,0.8035,0.80055,0.8033,0.0021683326928003043
53,3.642659823099772,0.5453534360236716,0.004784425099690755,1.7623991390326793e-05,0.01,"(50,)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 25}",0.7988,0.802,0.8128,0.8045333333333333,0.005989620652057647,81,0.80895,0.79845,0.8036,0.8036666666666666,0.004286866247297909
54,4.318462451299031,0.0917416580984378,0.006576140721638997,0.00046831948938722326,0.01,"(50,)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 30}",0.8024,0.8044,0.8132,0.8066666666666666,0.00469136322286913,32,0.8119,0.8033,0.80465,0.8066166666666666,0.0037763150763085694
55,4.863448143005371,0.22446733993288362,0.005831400553385417,0.0004529574166457547,0.01,"(50,)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 35}",0.8007,0.803,0.8133,0.8056666666666666,0.005478645412467912,52,0.8088,0.8022,0.8065,0.8058333333333333,0.002735365098523795
56,4.927879015604655,0.7077074482724123,0.006517330805460612,0.0007153622583260194,0.01,"(50,)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 40}",0.791,0.8058,0.8114,0.8027333333333333,0.008605941100322608,109,0.8062,0.8063,0.80325,0.80525,0.001414802695313615
57,6.0568281809488935,0.5293189801237017,0.008880535761515299,0.0007958974825350987,0.01,"(50,)",50,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 50}",0.8011,0.8084,0.8127,0.8074,0.004788179890800517,20,0.80795,0.8078,0.8039,0.80655,0.0018748333259252703
58,7.375543673833211,1.0512594001514628,0.010321696599324545,0.0011860000247845017,0.01,"(50,)",60,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 60}",0.8001,0.8081,0.8159,0.8080333333333334,0.006450495243691642,15,0.80685,0.80625,0.8059,0.8063333333333333,0.00039228674319799164
59,8.49593186378479,0.8162461380621342,0.008949677149454752,0.0006832457618140439,0.01,"(50,)",70,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 70}",0.8019,0.8062,0.8154,0.8078333333333333,0.005631064631922558,17,0.81155,0.8069,0.80605,0.8081666666666667,0.002417413677649908
60,1.0463825861612956,0.0425029102558706,0.006717363993326823,0.001386109277772685,0.01,"(50, 50)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.7788,0.7788,0.7788,0.7788000000000002,1.1102230246251565e-16,133,0.7788,0.7788,0.7788,0.7788,0.0
61,1.9839829603830974,0.7831284313901954,0.008176724116007486,0.001701896173319632,0.01,"(50, 50)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.7984,0.8027,0.8102,0.8037666666666666,0.004876018412142813,97,0.80535,0.8025,0.80255,0.8034666666666667,0.00133187420160048
62,3.0680238405863443,1.1498203818248538,0.008059263229370117,0.0012509184789504502,0.01,"(50, 50)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.7983,0.8043,0.8086,0.8037333333333333,0.004224005471376919,98,0.8057,0.80615,0.8011,0.8043166666666667,0.0022819338777059607
63,3.4883996645609536,0.6487296100105331,0.007626771926879883,0.0009316778414543832,0.01,"(50, 50)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.7954,0.8035,0.8093,0.8027333333333333,0.0057004873086040336,109,0.8057,0.8044,0.8033,0.8044666666666668,0.00098092926463746
64,3.990729729334513,0.8266385840891154,0.008055686950683594,0.0008578886452438394,0.01,"(50, 50)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.8026,0.8043,0.8148,0.8072333333333334,0.005395265414128277,22,0.8078,0.80275,0.80465,0.8050666666666667,0.0020825998708878806
65,4.098938624064128,0.4156668583728586,0.009302377700805664,0.000946739433587748,0.01,"(50, 50)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.8006,0.8027,0.8107,0.8046666666666666,0.004351500379817927,73,0.8079,0.80385,0.80365,0.8051333333333334,0.0019580318916935097
66,5.374842007954915,0.8198394719706064,0.00922695795694987,0.0016060757184938714,0.01,"(50, 50)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",0.7981,0.8072,0.8116,0.8056333333333333,0.005621585383343568,54,0.8078,0.80775,0.8043,0.8066166666666666,0.001638257882291067
67,5.187685410181682,0.34316152129525507,0.008551597595214844,0.0006499042363981,0.01,"(50, 50)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 35}",0.8016,0.8049,0.8136,0.8067,0.005061620293937514,31,0.80995,0.8034,0.80585,0.8064,0.002702159630123016
68,5.827276309331258,0.7065721104570941,0.00943771998087565,0.00048757935614232134,0.01,"(50, 50)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 40}",0.7994,0.8049,0.8111,0.8051333333333334,0.004779353745248661,67,0.8107,0.8031,0.80405,0.80595,0.003381074779809886
69,7.088281869888306,0.2929399762730413,0.011341094970703125,0.0009670489361422165,0.01,"(50, 50)",50,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 50}",0.7974,0.8009,0.8092,0.8025,0.004948400414948943,113,0.81035,0.8016,0.8041,0.8053500000000001,0.003679900360969946
70,8.670067071914673,0.938478220846565,0.014322996139526367,0.0008972500712943024,0.01,"(50, 50)",60,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 60}",0.802,0.8078,0.8099,0.8065666666666667,0.0033409912035535123,37,0.81015,0.80825,0.8018,0.8067333333333333,0.0035735914085910556
71,9.322522401809692,0.5785943960638541,0.012096007664998373,0.0016812143128515434,0.01,"(50, 50)",70,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 70}",0.7997,0.8089,0.8097,0.8061,0.004537253207246281,47,0.8101,0.80835,0.8037,0.8073833333333335,0.0027007200685907912
72,0.8183346589406332,0.046646868690215115,0.0065339406331380205,0.0015093285115180253,0.001,"(100,)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 2}",0.7788,0.7788,0.7788,0.7788000000000002,1.1102230246251565e-16,133,0.7788,0.7788,0.7788,0.7788,0.0
73,1.573072036107381,0.35299998336610067,0.008704662322998047,0.00048240820560266893,0.001,"(100,)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 5}",0.799,0.8043,0.8082,0.8038333333333333,0.0037703521792473854,95,0.80735,0.80515,0.8021,0.8048666666666667,0.0021526469494296666
74,2.0957582791646323,0.14930920253144456,0.009693781534830729,0.0006262706313691286,0.001,"(100,)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 10}",0.7954,0.8012,0.8055,0.8007,0.004138437708443449,131,0.8061,0.8001,0.8011,0.8024333333333334,0.0026246692913372725
75,2.776578982671102,0.266288593414692,0.010542631149291992,0.0011074749250376836,0.001,"(100,)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 15}",0.796,0.8029,0.8089,0.8026,0.005270673581241738,111,0.80575,0.80295,0.80315,0.80395,0.0012754084313138967
76,3.348984400431315,0.18430336615567894,0.008985678354899088,0.0010014272910593882,0.001,"(100,)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 20}",0.7998,0.8043,0.8138,0.8059666666666667,0.005835713800003865,49,0.80815,0.8018,0.80625,0.8054,0.002661140106545848
77,4.631530682245891,0.24652844876731833,0.011499325434366861,0.001481338388499498,0.001,"(100,)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 25}",0.8005,0.807,0.8127,0.8067333333333333,0.004984197249529977,29,0.8101,0.80635,0.80405,0.8068333333333334,0.002493435826770409
78,4.702510039011638,0.6033417322264372,0.010803620020548502,0.0033021625067852214,0.001,"(100,)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 30}",0.7993,0.8045,0.8032,0.8023333333333333,0.0022095751225568697,118,0.8088,0.80445,0.79965,0.8042999999999999,0.0037369773882109563
79,5.428167263666789,0.2690871195319375,0.01051004727681478,0.001470597612185509,0.001,"(100,)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 35}",0.8006,0.805,0.8149,0.8068333333333333,0.005980152357776683,26,0.8124,0.8053,0.8067,0.8081333333333335,0.003070649587447079
80,6.9811850388844805,0.2885247098118026,0.012711207071940104,0.0008941179121213273,0.001,"(100,)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 40}",0.8005,0.8069,0.8122,0.8065333333333333,0.0047835365810477894,38,0.811,0.8069,0.806,0.8079666666666667,0.0021761331658599467
81,7.9984424114227295,0.38128511746579236,0.012186050415039062,0.0012679369177465794,0.001,"(100,)",50,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 50}",0.8012,0.8063,0.8128,0.8067666666666666,0.004747162895409777,27,0.8133,0.80705,0.80285,0.8077333333333333,0.004293470494703452
82,8.413099686304728,0.3066504610349276,0.012602011362711588,0.0017663040256579565,0.001,"(100,)",60,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 60}",0.803,0.8102,0.814,0.8090666666666667,0.004561676105214896,4,0.81155,0.8089,0.80455,0.8083333333333332,0.0028856926763295883
83,10.997055371602377,0.8225780354537696,0.014369726181030273,0.002011471590302946,0.001,"(100,)",70,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 70}",0.8015,0.8085,0.8177,0.8092333333333334,0.00663391957208473,3,0.81295,0.80925,0.80625,0.8094833333333332,0.002740235188608584
84,0.8742546240488688,0.07328910851653939,0.004916826883951823,0.001254411847532989,0.001,"(50,)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 2}",0.7788,0.7788,0.7788,0.7788000000000002,1.1102230246251565e-16,133,0.7788,0.7788,0.7788,0.7788,0.0
85,1.2960025469462078,0.0432495738289984,0.004362424214680989,0.0007645134121281613,0.001,"(50,)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",0.7985,0.802,0.8089,0.8031333333333334,0.004320750963535009,105,0.8049,0.80165,0.80175,0.8027666666666665,0.001509046792588684
86,2.0690131187438965,0.3364185296616191,0.005811293919881185,0.0007787452374666303,0.001,"(50,)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 10}",0.7987,0.8043,0.8082,0.8037333333333333,0.003899002721494617,98,0.80615,0.8023,0.8023,0.8035833333333334,0.0018149074050454812
87,2.5454720656077066,0.16609340258615152,0.005608956019083659,0.0005549196853230742,0.001,"(50,)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 15}",0.7933,0.8027,0.8075,0.8011666666666667,0.005897645481225719,128,0.8054,0.8033,0.8018,0.8035,0.0014764823060233578
88,3.5290286540985107,0.06745404121108677,0.006815592447916667,4.534816362108389e-05,0.001,"(50,)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 20}",0.7979,0.8025,0.8117,0.8040333333333334,0.005737207993053349,89,0.80615,0.80345,0.80465,0.80475,0.0011045361017187419
89,4.289190133412679,0.6016327579960467,0.00614619255065918,0.0008596253864276214,0.001,"(50,)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 25}",0.7956,0.8042,0.8105,0.8034333333333333,0.0061070087240445055,101,0.80685,0.80255,0.80115,0.8035166666666665,0.0024253293018108055
