,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.8585702419281006,0.011728949229353079,0.007187652587890625,0.0009605433729703124,0.1,"(100,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'gmm__n_components': 2}",0.7787035494084319,0.7788333333333334,0.7788333333333334,0.7788333333333334,0.7787964660776796,0.7788,5.0299278176691094e-05,121,0.7788241176715697,0.7787916666666667,0.7787916666666667,0.7787916666666667,0.7788008832965293,0.7788000001936198,1.257597413998161e-05
1,2.047621154785156,0.3040519646819904,0.009369945526123047,0.0013715010027103814,0.1,"(100,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'gmm__n_components': 5}",0.7623729378436928,0.7788333333333334,0.7788333333333334,0.7788333333333334,0.7787964660776796,0.7755333333333333,0.0065808986632526194,141,0.7811158798283262,0.7787916666666667,0.7787916666666667,0.7787916666666667,0.7788008832965293,0.7792583526249711,0.000928770461277145
2,5.011862134933471,1.3214910983169956,0.013853979110717774,0.0015328664038211986,0.1,"(100,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'gmm__n_components': 10}",0.7777037160473255,0.7841666666666667,0.7876666666666666,0.7788333333333334,0.788131355225871,0.7833,0.004345842077150048,111,0.790866286095254,0.7885833333333333,0.7875,0.7787916666666667,0.7866755551852006,0.786483368256091,0.004095181836492427
3,8.942409181594849,1.486261104015369,0.01705961227416992,0.0015963092892771564,0.1,"(100,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'gmm__n_components': 15}",0.7812031328111981,0.7856666666666666,0.7898333333333334,0.8101666666666667,0.7922987164527421,0.7918333333333333,0.00991337915049966,45,0.7906996124838535,0.7895416666666667,0.788625,0.788125,0.7897587600516646,0.789350007840437,0.0009001694004145802
4,10.787889671325683,3.7145494116347177,0.01872854232788086,0.0028289365726597814,0.1,"(100,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'gmm__n_components': 20}",0.7810364939176804,0.7891666666666667,0.789,0.779,0.7884647441240207,0.7853333333333333,0.004393631877005159,99,0.790866286095254,0.7914583333333334,0.7892916666666666,0.7788333333333334,0.7892587808841298,0.7879416800625435,0.004635501466261697
5,12.700625276565551,1.925125528150313,0.023810625076293945,0.0028327556805455094,0.1,"(100,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'gmm__n_components': 25}",0.7830361606398933,0.7898333333333334,0.7851666666666667,0.7961666666666667,0.7787964660776796,0.7866,0.005960168794528153,92,0.7887411975498979,0.79175,0.7874583333333334,0.7879583333333333,0.7788008832965293,0.7869417495026186,0.004334311715714473
6,13.236821556091309,3.4187068374309693,0.02465057373046875,0.0006827172858952563,0.1,"(100,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'gmm__n_components': 30}",0.7857023829361773,0.7843333333333333,0.7883333333333333,0.8045,0.7909651608601433,0.7907666666666666,0.007233311425749194,57,0.789824576024001,0.7912916666666666,0.7902083333333333,0.7947916666666667,0.7876338485896421,0.790750018256062,0.0023447253206276713
7,19.036282062530518,3.589518755211033,0.029706859588623048,0.000562658382594802,0.1,"(100,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'gmm__n_components': 35}",0.7833694384269289,0.7788333333333334,0.7851666666666667,0.79,0.7937989664944157,0.7862333333333333,0.005206113366034948,96,0.7913663069294554,0.7787916666666667,0.792,0.7832083333333333,0.789217115953502,0.7869166845765914,0.005112709737053684
8,17.184587001800537,4.2247363220345955,0.03226914405822754,0.0006811590114529078,0.1,"(100,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'gmm__n_components': 40}",0.7823696050658223,0.79,0.7893333333333333,0.7945,0.7909651608601433,0.7894333333333333,0.0039560813892434874,67,0.7925746906121088,0.7905833333333333,0.7918333333333333,0.7877916666666667,0.7899670847048039,0.7905500217300492,0.0016550299481947377
9,24.174901151657103,5.723101141110244,0.03988556861877442,0.0007357139257928463,0.1,"(100,)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'gmm__n_components': 50}",0.7862022996167305,0.7941666666666667,0.7943333333333333,0.7976666666666666,0.7957992998833139,0.7936333333333333,0.003923323002005106,19,0.7938664111004625,0.7981666666666667,0.796625,0.7902916666666666,0.7944252322819882,0.7946749953431568,0.0026804494825879693
10,22.460475158691406,3.9515921515399848,0.046577072143554686,0.0014611214261198294,0.1,"(100,)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'gmm__n_components': 60}",0.7880353274454258,0.7898333333333334,0.7883333333333333,0.7943333333333333,0.8008001333555592,0.7922666666666667,0.004824488906235814,36,0.7946164423517647,0.7925833333333333,0.7929166666666667,0.7864583333333334,0.7972584475646848,0.7927666446499566,0.0035622730460791903
