,0,1,2,3
1,3.238770546079669,0.29435853703174325,0.29435853703174325,112.63331757963122
2,1.5934011718549699,0.1448176804064207,0.43917621743816393,79.0022302859604
3,1.2134114662343358,0.11028197858925926,0.5494581960274232,68.94151661546105
4,1.0070038563388104,0.09152243967885104,0.6409806357062742,62.804729959447485
5,0.9877614277367619,0.08977357446853446,0.7307542101748086,62.20178062117592
6,0.9276260280650324,0.08430811527056321,0.8150623254453718,60.27861272400628
7,0.7292135848860297,0.06627522418670424,0.8813375496320761,53.44464062933325
8,0.59306626662648,0.053901354271101286,0.9352389039031774,48.197931142072086
9,0.407736878906593,0.03705752830008644,0.9722964322032639,39.96380055346494
10,0.2831552763994251,0.02573481873071949,0.9980312509339834,33.30344152871514
11,0.021661768508345395,0.001968749066016728,1.0,9.211359685040472
