,2,5,10,15,20,25,30,35,40,50,60,70
GMM,0.7788,0.7788,0.7788,0.7793333333333333,0.7802333333333333,0.7822333333333333,0.7852333333333333,0.7841333333333333,0.7913333333333333,0.7930666666666667,0.7983666666666667,0.7973666666666667
Kmeans,0.7788,0.8024,0.8011666666666667,0.8011666666666667,0.804,0.8049333333333333,0.8032666666666667,0.8029333333333334,0.8024333333333333,0.8026333333333333,0.8027,0.8029
