,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
61,1.4494183540344239,0.4700855922456785,0.004092073440551758,0.0003271022829015429,0.0001,"(50,)",3,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 3}",0.7958673554407599,0.8013333333333333,0.8035,0.8141666666666667,0.8114685780963494,0.8052666666666667,0.00670255612458907,38,0.8062419267469478,0.806375,0.8065,0.804125,0.804008166326403,0.80545001861467,0.001133118026784228
62,1.1881182670593262,0.751692398893614,0.004285192489624024,0.000846050284540045,0.0001,"(50,)",4,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 4}",0.7937010498250292,0.8028333333333333,0.7988333333333333,0.8086666666666666,0.8083013835639273,0.8024666666666667,0.005703729437143566,68,0.8032834701445893,0.8061666666666667,0.80275,0.7992083333333333,0.8042581559101704,0.8031333252109519,0.00228216771717955
63,0.9495330810546875,0.21662083477807356,0.003788280487060547,0.000692909192404178,0.0001,"(50,)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 5}",0.793867688718547,0.799,0.8003333333333333,0.8038333333333333,0.8088014669111518,0.8011666666666667,0.0049812532160300235,71,0.805616900704196,0.804625,0.8031666666666667,0.7961666666666667,0.8038415066038915,0.8026833481282842,0.003359101303709997
64,1.6842575073242188,0.6213557176931027,0.0037946224212646483,0.0004163355695820519,0.0001,"(50,)",6,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 6}",0.7972004665889019,0.8025,0.801,0.8156666666666667,0.8136356059343224,0.806,0.007299752035516184,16,0.8115338139089129,0.8077083333333334,0.804625,0.8047083333333334,0.8065913920253323,0.8070333745201823,0.002534204291956311
65,1.4911006927490233,0.38089914782957435,0.0038568973541259766,0.0004510642856011007,0.0001,"(50,)",7,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 7}",0.7977003832694551,0.8023333333333333,0.8058333333333333,0.8168333333333333,0.8136356059343224,0.8072666666666667,0.007071053535307989,3,0.8110754614775616,0.8087083333333334,0.8085416666666667,0.8062916666666666,0.8067580517478439,0.8082750359784144,0.001693293623714091
66,1.1777547359466554,0.10414762509152255,0.005304861068725586,0.0012541209729656619,0.0001,"(50, 50)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 2}",0.7963672721213131,0.8026666666666666,0.803,0.8113333333333334,0.8126354392398734,0.8052,0.00603626014314358,40,0.80699195799825,0.8055833333333333,0.8067916666666667,0.802875,0.8042164909795425,0.8052916897955585,0.0015634794907505324
67,1.735703706741333,0.6393225241804074,0.005766916275024414,0.0003502439331998607,0.0001,"(50, 50)",3,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 3}",0.7973671054824196,0.802,0.8048333333333333,0.8121666666666667,0.8111351891981997,0.8055,0.005568553687601008,31,0.8081170048752031,0.806125,0.8064583333333334,0.8015416666666667,0.8042998208407983,0.8053083651432003,0.002239774787556596
68,1.412925624847412,0.3877815373947316,0.006077957153320312,0.0004638681923469527,0.0001,"(50, 50)",4,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 4}",0.7937010498250292,0.8031666666666667,0.803,0.8163333333333334,0.81080180030005,0.8054,0.00769868021024917,33,0.8054918954956457,0.8062916666666666,0.8059583333333333,0.804,0.8070080413316112,0.8057499873654514,0.001004847399555497
69,2.1912211894989015,0.8049820042909189,0.0057351112365722655,0.0005614650607862546,0.0001,"(50, 50)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 5}",0.7948675220796534,0.7971666666666667,0.8036666666666666,0.8136666666666666,0.81080180030005,0.8040333333333334,0.007347343388501223,57,0.8113671402975124,0.809625,0.808,0.803375,0.8068830465397275,0.807850037367448,0.0027020001798570554
70,2.9582850456237795,1.2752181444933806,0.0054165363311767575,0.0009256687916156082,0.0001,"(50, 50)",6,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 6}",0.7982002999500083,0.7968333333333333,0.805,0.8171666666666667,0.8134689114852476,0.8061333333333334,0.008077798397558435,13,0.8110337930747115,0.8107916666666667,0.8083333333333333,0.806375,0.8049664597308446,0.8083000505611112,0.002387519808400685
71,2.871756172180176,0.8945300223804566,0.005981874465942383,0.0006041909418733081,0.0001,"(50, 50)",7,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 7}",0.7958673554407599,0.7983333333333333,0.803,0.8173333333333334,0.8139689948324721,0.8057,0.008508279664271434,27,0.810867119463311,0.8136666666666666,0.81125,0.8074166666666667,0.8067997166784717,0.8100000338950233,0.002556335856319195
