,0,1,2,3
1,6.543532398108084,0.2726380950150619,0.2726380950150619,443.05691328636823
2,4.100094728374421,0.1708315857729227,0.44346968078798465,350.71176449686465
3,1.5529031512839622,0.0647021411602328,0.5081718219482174,215.83684031084124
4,1.473853034715025,0.061408496095022316,0.5695803180432397,210.27153204467797
5,1.0478498392455289,0.043658954621564786,0.6132392726648045,177.29762358115977
6,0.9856220014034365,0.04106621447236349,0.654305487137168,171.95253536979817
7,0.9496013305294401,0.03956540321465652,0.6938708903518245,168.78119064206376
8,0.9072831744110319,0.03780220548493968,0.7316730958367641,164.9775377109155
9,0.8872906066364297,0.036969209595119824,0.7686423054318839,163.14971930250525
10,0.8711517941765294,0.03629678149097462,0.8049390869228585,161.65915586041424
11,0.779822581243069,0.03249152446487617,0.8374306113877347,152.95063783688784
12,0.7328007009968791,0.03053234476278527,0.86796295615052,148.2676236715399
13,0.6826886380286151,0.028444411739195055,0.8964073678897151,143.10826828740687
14,0.5709489549110278,0.023788746803299912,0.920196114693015,130.87359435109866
15,0.523911036622309,0.021828898871712025,0.942025013564727,125.36669090166114
16,0.4031051603193338,0.0167954884783607,0.9588205020430877,109.96704826637702
17,0.259850218560771,0.010826731536950799,0.9696472335800385,88.29069433753803
18,0.2491367747771863,0.010380352925751134,0.9800275865057896,86.45145520198496
19,0.18861238861536497,0.007858587563989359,0.987886174069779,75.22089500977992
20,0.13158364018902402,0.005482468919486854,0.9933686429892659,62.82815946715717
21,0.06996187920208227,0.002914981130810094,0.996283624120076,45.81251372914682
22,0.040767400695193495,0.001698585074243209,0.9979822091943192,34.971148872393506
23,0.025214377951140194,0.0010505640613281324,0.9990327732556473,27.502838474533036
24,0.0232142156716529,0.000967226744352661,1.0,26.389453498204833
