,0,1,2,3,4,5,6,7,8,9
2,0.822422431693345,0.796469444100012,0.8150660748447015,0.8147801106594406,0.8459052284576372,0.7776263025209315,0.8499039285997111,0.8269348800443093,0.7489276064819084,0.891050016686106
3,0.7051686667485795,0.6774294710958549,0.7018629882246774,0.7279022436100209,0.7107089947125285,0.7053675286562054,0.7138949958115816,0.7699560126729111,0.6489350510795567,0.8001409257770151
4,0.6290286228003045,0.7119223969605293,0.6310174438729234,0.6471177839663573,0.6555758462029533,0.6100054928763683,0.617198192079002,0.6499843398784756,0.7289859278749322,0.7388410982709827
5,0.5038149178818007,0.5627524719794015,0.5312462513460856,0.5600118005049516,0.4127960405357534,0.602646648303591,0.5352063356317495,0.5722426536536666,0.4937712553718704,0.6241938895143851
6,0.47700914865738403,0.4016145741812228,0.35172146781560426,0.4372966863805562,0.49359798203883243,0.45271899627513057,0.44647337570542095,0.47779282911022697,0.544959942028656,0.5663423664729959
7,0.3380749585627529,0.37759277752232595,0.4504393761091622,0.4555383974525954,0.31754771802338205,0.3335513059409169,0.37105574788504897,0.39871873603241004,0.4334626911830099,0.4995263609243651
8,0.20199244357024787,0.23431328019188544,0.34860960924969864,0.3093016793407826,0.22759619331098718,0.2651758173388676,0.33360822277964897,0.3943565197415073,0.3010700282411708,0.39976957454647255
9,0.21294326982805167,0.31591955459410476,0.3290462245885115,0.16634524831918426,0.15005459219198974,0.19286293679774597,0.15094364295098442,0.3154185730689038,0.1493544160213873,0.28843292393308206
10,0.0801600938113093,0.08962971545676036,0.14589038394480747,0.08083336025652901,0.03520045932143657,0.09090909090909091,0.0627015943877052,0.21923758695279552,0.09090909090909088,0.1929293987114084
11,7.952024087361774e-30,1.321326223516722e-29,1.9685808576013207e-29,7.072510867953184e-30,0.11422268896496943,1.062412259178499e-29,3.6928244335832374e-29,0.05367687272611456,2.757545568648796e-30,0.083496196658806
12,9.197435463696692e-30,1.7516753723983743e-29,3.0159743156379437e-30,4.9266644744624324e-30,1.4247096338123826e-29,1.307832634635489e-29,3.446341507577928e-30,6.372938119035705e-30,3.8800436218617055e-30,3.233092065059654e-30
