,0,1,2,3,4,5,6,7,8,9
2,0.590255506521446,0.608388937270457,0.610881947600012,0.6450600523546619,0.5463492574340403,0.5918090720888277,0.4454124868949571,0.6032385310370509,0.6809987750034471,0.4668340539806467
3,0.7188171071931129,0.7477705253290392,0.7252571778305675,0.7392935214468728,0.6568204547046351,0.7461624540930896,0.7003061398676255,0.618900887008418,0.7405580169411989,0.5417484734293904
4,0.7236357389883311,0.751127196722966,0.7054983873438982,0.7563450886125426,0.6950979226319894,0.7123518238965558,0.6950507223086491,0.7016632577827345,0.7222804459576049,0.6170215529145134
5,0.7861870138827868,0.7729225208410069,0.7799226828522118,0.7813833811121491,0.8166932486264016,0.6363895760029221,0.7259062296187935,0.7256446983529963,0.7789645422210955,0.7601210302631838
6,0.790376998919515,0.8523941717261317,0.8233955574857394,0.8260218773085646,0.8106835013487586,0.7806416359507631,0.7651367957025057,0.7369863245120918,0.7245586776353262,0.7448388051335658
7,0.8149073390798452,0.8052173948531537,0.8255885054695191,0.816248225752271,0.8450607764445689,0.8155814885912392,0.7566958448629063,0.7719396404239763,0.7595607718193037,0.7260895296966823
8,0.8018763790095244,0.8403538888725512,0.8359745923833929,0.866526032361821,0.8576941157658415,0.8549906241088461,0.7349541329703563,0.772573034418887,0.8567708541228709,0.7942102879352204
9,0.7870085076861617,0.804351094697999,0.7910850563042042,0.9026682686729547,0.8723330861807989,0.8727648746210073,0.8485497353588436,0.7941326661202263,0.8542232492129935,0.8051617423571382
10,0.8266118126689602,0.830897693692048,0.8929243956793913,0.8895122614040233,0.8656758687468017,0.8163532397814576,0.8031974536679178,0.8038993522240817,0.8266334056705954,0.8469833367150931
11,0.8512916629650934,0.8903961976512245,0.8683559628979566,0.9220040577165752,0.827661472291183,0.8345405533748083,0.854220571789762,0.8349934487306372,0.8829540238830054,0.8510533432731138
12,0.8585699632275376,0.8814653301305956,0.8977299236711243,0.8751730432960192,0.8461065666982963,0.8736223577064245,0.8512660460208039,0.8747674184933918,0.9066386945523458,0.8248878544224238
