,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
56,0.22013678550720214,0.132351571482978,0.0011450290679931641,1.3905833884289397e-05,0.01,"(50, 50)",3,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 3}",0.44529262086513993,0.46564885496183206,0.48020434227330777,0.4398976982097187,0.4673495518565941,0.459673302705462,0.014922869185275824,108,0.460727969348659,0.45306513409961685,0.4749601275917065,0.4569515306122449,0.4759324195090851,0.4643274362322625,0.009401376040655834
57,0.33908424377441404,0.12191370029150045,0.0011547565460205077,1.4191494169417018e-05,0.01,"(50, 50)",4,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 4}",0.45165394402035625,0.45165394402035625,0.47126436781609193,0.489769820971867,0.4647887323943662,0.46579887697805,0.014182259847867447,98,0.4782886334610473,0.4984035759897829,0.49250398724082933,0.4888392857142857,0.4768887472107109,0.4869848459233312,0.008268525679411467
58,0.29409337043762207,0.1052164743846159,0.0011744499206542969,9.13613026697904e-06,0.01,"(50, 50)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 5}",0.5012722646310432,0.5139949109414759,0.4763729246487867,0.49104859335038364,0.49167733674775926,0.4948953547728433,0.012446736259934442,75,0.5274584929757343,0.5255427841634738,0.4988835725677831,0.5153061224489796,0.5017532674529805,0.5137888479217902,0.011784216271481133
59,0.4009674549102783,0.09217957578521103,0.0011707305908203124,1.7623633015228584e-06,0.01,"(50, 50)",6,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 6}",0.49363867684478374,0.46946564885496184,0.49936143039591313,0.49232736572890023,0.4967989756722151,0.49030117406840223,0.010722178513418133,85,0.5076628352490421,0.5300127713920817,0.517384370015949,0.5114795918367347,0.49760918074593563,0.5128297498479486,0.01073486330772486
60,0.4034095764160156,0.11065168395635036,0.0011749267578125,4.785031778069344e-06,0.01,"(50, 50)",7,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 7}",0.5241730279898219,0.5012722646310432,0.5095785440613027,0.5012787723785166,0.5083226632522407,0.5089331291475242,0.0083796381753639,59,0.5379948914431673,0.5261813537675607,0.5352472089314194,0.5299744897959183,0.511954096270322,0.5282704080416775,0.009129418385487335
61,0.28371305465698243,0.052431716553462876,0.0012261390686035157,8.265163042593966e-05,0.01,"(50, 50)",8,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 8}",0.5127226463104325,0.5076335877862596,0.5312899106002554,0.5345268542199488,0.5352112676056338,0.5242470648289944,0.011703921017944735,44,0.5379948914431673,0.5424648786717752,0.5460925039872409,0.5433673469387755,0.5473382212304749,0.5434515684542868,0.003250740970490838
62,0.4775723934173584,0.06652260124032246,0.001206207275390625,5.7983947425050336e-05,0.01,"(50, 50)",9,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 9}",0.5508905852417303,0.5407124681933843,0.524904214559387,0.5575447570332481,0.5377720870678617,0.5423685553854007,0.011236301475538479,16,0.5609833971902938,0.5708812260536399,0.5767145135566188,0.578125,0.5648708957602805,0.5703150065121666,0.0066179689886853655
63,0.25942583084106446,0.038593236616499806,0.001216554641723633,3.9072026268341026e-05,0.01,"(50, 50)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 10}",0.5267175572519084,0.5229007633587787,0.5236270753512133,0.5447570332480819,0.5544174135723432,0.5344563552833078,0.012760922655334302,31,0.5437420178799489,0.5252234993614304,0.5390749601275917,0.5497448979591837,0.5537137392413134,0.5422998229138937,0.0098973442977229
64,0.36516580581665037,0.10329820154869077,0.001242208480834961,5.6041939085624416e-05,0.01,"(50, 50)",11,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 11}",0.5458015267175572,0.5305343511450382,0.524904214559387,0.5460358056265985,0.5480153649167734,0.5390505359877489,0.009457526476440678,22,0.5485312899106003,0.5558748403575989,0.564274322169059,0.5774872448979592,0.5457443417277654,0.5583824078125966,0.01151314542309868
65,0.36426444053649903,0.11159730384811974,0.0012071609497070312,1.648326119838352e-05,0.01,"(50, 50)",12,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 12}",0.5534351145038168,0.5381679389312977,0.558109833971903,0.5626598465473146,0.5569782330345711,0.5538540071465033,0.0083927757311309,1,0.5533205619412516,0.5705619412515964,0.5732057416267943,0.5972576530612245,0.5600892572521518,0.5708870310266037,0.015007095410591293
