,2,5,10,15,20,25,30,35,40,50,60,70
GMM,0.4698825931597754,0.47958141909137314,0.4777947932618683,0.5150587034201123,0.5033180193976519,0.5038284839203675,0.5262889229198571,0.5178662582950485,0.5193976518631955,0.5252679938744257,0.5319040326697294,0.5273098519652885
Kmeans,0.44716692189892804,0.46299132210311383,0.4772843287391526,0.49310872894333846,0.49897907095456867,0.512506380806534,0.5099540581929556,0.5267993874425727,0.5211842776927004,0.5219499744767738,0.5316488004083716,0.5334354262378764
