,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,46.060199117660524,9.082377442896105,0.4459892749786377,0.11065174439170693,0.1,"(100,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'filter__n': 2}",0.7903682719546742,0.81,0.8261666666666667,0.8301666666666667,0.7964660776796133,0.8106333333333333,0.015714041527894778,61,0.822784282678445,0.822,0.81375,0.812625,0.8182992375317695,0.817891704042043,0.004144234278491938
1,37.15224585533142,1.4666368647459949,0.46375064849853515,0.1088843045048391,0.1,"(100,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'filter__n': 3}",0.8068655224129312,0.8095,0.8261666666666667,0.8301666666666667,0.7992998833138857,0.8144,0.011796656795928508,47,0.8221592566356931,0.8212083333333333,0.8176666666666667,0.8169583333333333,0.81809091287863,0.8192167005695314,0.0020685967643261187
2,38.01093502044678,7.878596460087937,0.3468691349029541,0.0645184551088672,0.1,"(100,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'filter__n': 4}",0.8051991334777537,0.81,0.826,0.8303333333333334,0.8209701616936156,0.8185,0.009503378297969298,4,0.8225342722613442,0.8217916666666667,0.816875,0.8168333333333333,0.8180492479480022,0.8192167040418692,0.002456162816064743
3,31.638197946548463,14.967406119488412,0.38597836494445803,0.07829000992850853,0.1,"(100,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'filter__n': 5}",0.7967005499083486,0.8106666666666666,0.8253333333333334,0.8291666666666667,0.8128021336889482,0.8149333333333333,0.011541085514792502,42,0.8212842201758407,0.821375,0.8173333333333334,0.8169166666666666,0.8176742635723512,0.8189166967496384,0.001984904143038859
4,104.24201965332031,29.948279759899343,0.7082880020141602,0.6049342232177644,0.1,"(100,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'filter__n': 6}",0.8040326612231294,0.8101666666666667,0.8223333333333334,0.8296666666666667,0.8183030505084181,0.8169,0.009004564300812567,27,0.8219925830242927,0.8214583333333333,0.8164166666666667,0.8162916666666666,0.817757593433607,0.8187833686249132,0.0024623795322197806
5,63.32129435539245,10.493089881047217,0.389424467086792,0.098225955542075,0.1,"(100,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'filter__n': 7}",0.804365939010165,0.8103333333333333,0.8236666666666667,0.8298333333333333,0.821636939489915,0.8179666666666666,0.009274209785787598,13,0.822075919829993,0.8214166666666667,0.816875,0.816625,0.817715928502979,0.8189417029999279,0.002327645053984649
6,43.123725938796994,26.931682480321474,0.37931170463562014,0.05476945921920519,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 2}",0.8068655224129312,0.81,0.8261666666666667,0.8301666666666667,0.786964494082347,0.8120333333333334,0.015412696158441638,57,0.822784282678445,0.822,0.8179583333333333,0.8169583333333333,0.8179659180867463,0.8195333734863717,0.0023757591054691454
7,7.445789051055908,4.369515047585665,0.3652790069580078,0.0775852159382415,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 3}",0.8061989668388602,0.8095,0.8253333333333334,0.8301666666666667,0.7962993832305384,0.8135,0.012513444226139344,53,0.8215758989957915,0.8189583333333333,0.8165833333333333,0.81525,0.817340944127328,0.8179417019579572,0.0021767986670842244
8,16.23825979232788,5.775970777335619,0.4344998836517334,0.07975615831854402,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 4}",0.7873687718713548,0.8101666666666667,0.826,0.8305,0.7922987164527421,0.8092666666666667,0.01731548413546669,69,0.8211175465644401,0.821875,0.8176666666666667,0.81675,0.8167576350985376,0.8188333696659289,0.0022126580504224992
9,16.386951684951782,5.9837349820193735,0.39444551467895506,0.15069748664437022,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 5}",0.804365939010165,0.81,0.8255,0.8295,0.8146357726287715,0.8168,0.009407813133901802,30,0.8214508937872411,0.8214583333333333,0.8177083333333334,0.816625,0.8178825882254906,0.8190250297358798,0.0020300141648428595
10,8.228116512298584,1.1838232309584324,0.5136911869049072,0.1409828427526859,0.1,"(50,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 6}",0.80103316113981,0.8086666666666666,0.8245,0.8298333333333333,0.8119686614435739,0.8152,0.010530730940203471,41,0.8219092462185924,0.818125,0.8164583333333333,0.81675,0.8176742635723512,0.8181833686248552,0.001958318210408155
11,7.810984563827515,1.9662589006370597,0.39208164215087893,0.08023224521281451,0.1,"(50,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 7}",0.8040326612231294,0.8108333333333333,0.8251666666666667,0.8291666666666667,0.8116352725454242,0.8161666666666667,0.009447043791467314,37,0.8224092670527938,0.8215833333333333,0.8170416666666667,0.8172083333333333,0.8171742844048164,0.8190833769581888,0.0023933378652408453
