,2,5,10,15,20,25,30,35,40,50,60,70
GMM,0.019994546440843607,0.05573298192069733,0.060880196798456396,0.05364627958686907,0.052347255497197924,0.0565753059429826,0.057958295001960376,0.05903011099848428,0.05091376924087402,0.05178607240954756,0.052333323486373325,0.04964651447646221
Kmeans,0.038225953180294356,0.05483652587732226,0.052584682350162185,0.046606347297620934,0.05057110823073093,0.04970713377559504,0.050724513265543766,0.0496695958060198,0.05277776787634167,0.049675444605207265,0.053292231600572164,0.05313036724082476
