0,0.09583006933877197
1,0.06861219158230197
2,0.05686763036037605
3,0.0547851236004096
4,0.05385800239577203
5,0.05038242434024067
6,0.04885640299069122
7,0.04824943269715153
8,0.047078320356862456
9,0.046035456674955746
10,0.045956436730365986
11,0.04556666757865173
12,0.04491775822948873
13,0.0438181715660836
14,0.04186717279244625
15,0.04145083227849556
16,0.03874644620157076
17,0.027956103699348426
18,0.02127815426159386
19,0.019610192519074098
20,0.019606716312481273
21,0.01759734973359005
22,0.011248928325571674
23,0.009824015433704715
